parcela,arvore,comum,cientifico,familia,dap2012,hcom,ht,vertical,luminosidade
T12,9,tamaquare,Caraipa grandifolia,Calophyllaceae,20.9,20.52,27.74,S,2
T12,10,anani,Symphonia globulifera,Clusiaceae,53.3,27.26,37.92,E,1
T12,11,axixa,Sterculia pruriens,Malvaceae,47.6,19.97,28.24,C,2
T12,12,burangica,Galipea trifoliata,Rutaceae,10.7,11.96,18.03,S,2
T12,13,matamata branco,Eschweilera coriacea,Lecythidaceae,28.7,19,27.99,S,2
T12,14,jatereu,Lecythis idatimon,Lecythidaceae,12.3,13.83,16.71,S,1
T12,15,morta,NA,NA,15,NA,11.3,NA,NA
T12,16,tauari,Couratari stellata,Lecythidaceae,60,31.23,39.16,E,1
T12,17,matamata branco,Eschweilera coriacea,Lecythidaceae,13.2,12.42,20.58,S,2
T12,18,matamata branco,Eschweilera coriacea,Lecythidaceae,43.4,23.06,33.64,E,1
T12,19,breu barrote,Tetragastris panamensis,Burseraceae,50.6,20.97,31.82,C,1
T12,20,matamata branco,Eschweilera coriacea,Lecythidaceae,28.8,13.22,16.7,S,1
T12,21,morta,NA,NA,20.6,NA,20.36,NA,NA
T12,22,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,52.3,28.01,38.48,E,1
T12,23,abiurana,Pouteria gongrijpii,Sapotaceae,45,30.28,40.18,E,1
T12,24,morta,NA,NA,22.9,NA,10.56,NA,NA
T12,25,jatereu,Lecythis idatimon,Lecythidaceae,13.9,10.76,14.37,S,2
T12,26,mato,NA,NA,51.7,19.93,26.76,C,1
T12,27,matamata branco,Eschweilera coriacea,Lecythidaceae,58.5,19.41,28.66,C,1
T12,28,casca seca,Licania canescens,Chrysobalanaceae,53.7,25.9,34.93,C,1
T12,29,arataciu,Sagotia racemosa,Euphorbiaceae,13.8,5.26,8.68,S,3
T12,30,matamata branco,Eschweilera coriacea,Lecythidaceae,20.2,16.72,19.46,S,2
T12,31,caramuxi,Pouteria hispida,Sapotaceae,40,20.21,33.09,C,1
T12,32,uxi,Endopleura uchi,Humiriaceae,38,22.31,32.12,C,1
T12,33,jatereu,Lecythis idatimon,Lecythidaceae,25,16.16,20.65,S,2
T12,34,tachi branco,Tachigali paniculata,Fabaceae,60,19.51,30.11,E,1
T12,35,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,10.2,5.43,7.99,S,2
T12,36,matamata branco,Eschweilera coriacea,Lecythidaceae,16.2,7.3,9.49,S,1
T12,37,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,81.3,28.36,42.49,C,1
T12,38,louro preto,Ocotea cernua,Lauraceae,23.1,15.51,26.36,S,2
T12,39,caramuxi,Pouteria hispida,Sapotaceae,11.8,12.42,21.04,S,3
T12,40,uxirana,Sacoglottis guianensis,Humiriaceae,12.1,17.1,25.34,S,3
T12,41,jarana,Lecythis lurida,Lecythidaceae,86,29.07,39.82,E,1
T12,42,casca seca,Licania canescens,Chrysobalanaceae,14.3,11.47,16.4,S,2
T12,43,seringueira,Hevea brasiliensis,Euphorbiaceae,28,15.87,23.65,S,2
T12,44,uxirana,Sacoglottis guianensis,Humiriaceae,56.1,15.92,22.61,C,1
T12,45,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,16.06,21.57,C,1
T12,46,uxirana,Sacoglottis guianensis,Humiriaceae,40.6,20.32,34.74,C,1
T12,47,pau-para-tudo,Simaba cedron,Simaroubaceae,10.9,6.93,9.93,S,2
T12,48,matamata branco,Eschweilera coriacea,Lecythidaceae,35.3,18.3,25.6,C,2
T12,49,macaranduba,Manilkara huberi,Sapotaceae,38.3,18.74,29.07,C,2
T12,50,jatereu,Lecythis idatimon,Lecythidaceae,48.5,24.09,39.78,C,2
T12,51,caramuxi,Pouteria hispida,Sapotaceae,70.8,21.34,32.35,C,1
T12,52,morta,NA,NA,48.5,NA,36.16,NA,NA
T12,53,matamata branco,Eschweilera coriacea,Lecythidaceae,35.5,24.3,33.66,S,2
T12,54,matamata branco,Eschweilera coriacea,Lecythidaceae,51.3,16.87,32.21,S,2
T12,55,parajuba,Manilkara bidentata,Sapotaceae,79.2,29.74,42.83,E,1
T12,56,morta,NA,NA,54.4,NA,29.49,NA,NA
T12,57,maracatiara,Astronium graveolens,Anacardiaceae,99.6,30.34,51.89,E,1
T12,58,murta,Strychnos subcordata,Loganiaceae,12.6,6.63,14.41,S,2
T12,59,casca seca,Licania canescens,Chrysobalanaceae,49,33.5,37.17,C,1
T12,60,abiurana,Pouteria gongrijpii,Sapotaceae,41,20.94,34.61,S,2
T12,61,jatereu,Lecythis idatimon,Lecythidaceae,12.3,11.81,16.96,S,2
T12,62,abiurana branca,Pouteria guianensis,Sapotaceae,20.4,11.37,19.5,S,2
T12,63,casca seca,Licania canescens,Chrysobalanaceae,43.5,17.85,27.45,C,1
T12,64,uxirana,Sacoglottis guianensis,Humiriaceae,13,12.22,17.93,S,2
T12,65,matamata branco,Eschweilera coriacea,Lecythidaceae,54.8,23.2,35.8,C,1
T12,66,macucu,Licania guianensis,Chrysobalanaceae,35.9,17.79,27.44,C,2
T12,67,jutai-pororoca,Dialium guianense,Fabaceae,25,14.53,25.98,S,2
T12,68,ata preta,Annona sp.,Annonaceae,10.1,8.45,11.07,S,2
T12,69,casca seca,Licania canescens,Chrysobalanaceae,36.5,26.97,31.08,C,2
T12,70,abiurana,Pouteria gongrijpii,Sapotaceae,100.7,27.06,44.73,E,1
T12,71,burangica,Galipea trifoliata,Rutaceae,15.4,4.48,6.33,S,1
T12,72,morta,NA,NA,38,NA,6.2,NA,NA
T12,73,matamata branco,Eschweilera coriacea,Lecythidaceae,39,22.53,35.62,S,2
T12,74,tanibuca,Terminalia amazonia,Combretaceae,55.1,23.43,37.26,C,2
T12,75,macaranduba,Manilkara huberi,Sapotaceae,42.7,24.21,37.36,E,1
T12,76,matamata preto,Eschweilera ovata,Lecythidaceae,58.2,15.91,33.31,C,1
T12,77,mato,NA,NA,20.8,18.47,24.86,S,2
T12,78,casca seca,Licania canescens,Chrysobalanaceae,36.9,21.85,30.02,C,2
T12,79,abiurana,Pouteria gongrijpii,Sapotaceae,36.2,18.43,33.96,S,2
T12,80,murure,Brosimum acutifolium,Moraceae,35,23.97,33.35,S,2
T12,81,sucupira tento,Ormosia nobilis,Fabaceae,47.3,25.16,37.51,E,1
T12,82,matamata branco,Eschweilera coriacea,Lecythidaceae,35.2,20.53,30.59,S,2
T12,83,cajuacu,Anacardium spruceanum,Anacardiaceae,68.6,21.05,32.65,E,1
T12,84,envira-surucucu,Duguetia surinamensis,Annonaceae,35.5,21.71,31.26,S,2
T12,85,jutai-pororoca,Dialium guianense,Fabaceae,12.7,11.39,14.75,S,3
T12,86,tatapiririca,Tapirira guianensis,Anacardiaceae,11.5,10.6,15.79,S,3
T12,87,jutai-pororoca,Dialium guianense,Fabaceae,17.5,6.92,11.69,S,3
T12,88,louro preto,Ocotea cernua,Lauraceae,13,9.32,16.44,S,3
T12,89,matamata preto,Eschweilera ovata,Lecythidaceae,42.7,20.15,28.76,S,2
T12,90,macaranduba,Manilkara huberi,Sapotaceae,66.4,21.18,32.86,C,2
T12,91,matamata branco,Eschweilera coriacea,Lecythidaceae,12.2,8.17,11.83,S,2
T12,92,jatereu,Lecythis idatimon,Lecythidaceae,23,9.8,11.27,S,2
T12,93,tachi preto,Tachigali myrmecophila,Fabaceae,70,20.56,33.95,E,1
T12,94,abiurana,Pouteria gongrijpii,Sapotaceae,10.9,6.44,15.94,S,3
T12,95,jutai,Hymenaea parvifolia,Fabaceae,37.6,19.57,30.2,C,2
T12,96,matamata branco,Eschweilera coriacea,Lecythidaceae,46.2,13.23,25.98,C,2
T12,97,casca seca,Licania canescens,Chrysobalanaceae,19.1,15.54,21.44,S,2
T12,98,maracatiara,Astronium graveolens,Anacardiaceae,48.5,21.41,31.92,E,1
T12,99,arataciu,Sagotia racemosa,Euphorbiaceae,12.2,NA,2.31,S,1
T12,100,matamata preto,Eschweilera ovata,Lecythidaceae,17.6,3.71,5.9,S,1
T12,101,tachirana,Stryphnodendron paniculatum,Fabaceae,44.7,16.93,25.12,S,1
T13,1,matamata branco,Eschweilera coriacea,Lecythidaceae,36.4,21.73,30.13,S,2
T13,2,lacre-da-mata,Vismia floribunda,Hypericaceae,58,19.4,39.08,E,1
T13,3,matamata branco,Eschweilera coriacea,Lecythidaceae,37.9,11.59,17.37,C,2
T13,4,arataciu,Sagotia racemosa,Euphorbiaceae,10.5,23.28,33.58,S,2
T13,5,casca seca,Licania canescens,Chrysobalanaceae,37.1,23.34,31.35,C,2
T13,6,abiurana,Pouteria gongrijpii,Sapotaceae,20.2,16.1,24.85,S,2
T13,7,jatereu,Lecythis idatimon,Lecythidaceae,17.7,14.6,23.04,S,2
T13,8,morta,NA,NA,42,NA,4.63,NA,NA
T13,9,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.9,23.68,32.44,S,1
T13,10,matamata preto,Eschweilera ovata,Lecythidaceae,28.7,19.6,18.2,S,1
T13,11,casca seca,Licania canescens,Chrysobalanaceae,65,17.29,37.26,C,1
T13,12,abiurana,Pouteria gongrijpii,Sapotaceae,17.8,23.37,30.54,C,2
T13,13,parajuba,Manilkara bidentata,Sapotaceae,51.7,18.16,35.63,E,1
T13,14,guajara branco,Pouteria sp.,Sapotaceae,58.7,25.48,39.71,E,1
T13,15,seringarana,Micrandra minor,Euphorbiaceae,66,23.2,39.68,C,1
T13,16,macucu,Licania guianensis,Chrysobalanaceae,53.4,24.16,38.02,C,1
T13,17,abiurana branca,Pouteria guianensis,Sapotaceae,45.5,17.77,31.8,C,1
T13,18,abiurana branca,Pouteria guianensis,Sapotaceae,35,19.41,29.65,C,1
T13,19,jatereu,Lecythis idatimon,Lecythidaceae,37.1,22.6,30.85,S,2
T13,20,capueiro,Rinorea guianensis,Violaceae,10.3,13.3,21.82,S,2
T13,21,jatereu,Lecythis idatimon,Lecythidaceae,36.2,18.13,32.02,C,2
T13,22,jatereu,Lecythis idatimon,Lecythidaceae,24.8,23.09,30.15,C,2
T13,23,papuda,NA,NA,48,16.83,33.63,E,1
T13,24,abiurana,Pouteria gongrijpii,Sapotaceae,48.1,19.63,33.58,C,2
T13,25,capueiro,Rinorea guianensis,Violaceae,10.4,8.07,14.27,S,3
T13,26,abiurana branca,Pouteria guianensis,Sapotaceae,45.8,23.41,29.84,S,2
T13,28,guajara peludo,Pouteria sp.,Sapotaceae,53.2,23.88,39.02,E,1
T13,29,morta,NA,NA,55,NA,30.52,NA,NA
T13,30,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,65.8,27.12,44.33,E,1
T13,31,abiurana branca,Pouteria guianensis,Sapotaceae,35.3,22.3,34.66,S,2
T13,32,matamata branco,Eschweilera coriacea,Lecythidaceae,40,22.99,34.78,S,2
T13,33,casca seca,Licania canescens,Chrysobalanaceae,39.3,23.06,38.69,S,2
T13,34,matamata branco,Eschweilera coriacea,Lecythidaceae,45,21.9,32.02,C,2
T13,35,abiurana,Pouteria gongrijpii,Sapotaceae,10.7,10.95,21.4,S,2
T13,36,capueiro,Rinorea guianensis,Violaceae,16.5,16.84,23.64,S,2
T13,37,axixa,Sterculia pruriens,Malvaceae,33.6,23.1,31.07,C,1
T13,38,araracanga,Aspidosperma spruceanum,Apocynaceae,10.1,16.09,18.73,S,2
T13,39,caramuxi,Pouteria hispida,Sapotaceae,48.9,26.65,36.22,E,1
T13,40,matamata preto,Eschweilera ovata,Lecythidaceae,42,25.43,36.17,E,1
T13,41,casca seca,Licania canescens,Chrysobalanaceae,16,16.59,19.52,S,2
T13,42,matamata branco,Eschweilera coriacea,Lecythidaceae,35,24.14,37.39,C,2
T13,43,casca seca,Licania canescens,Chrysobalanaceae,47.5,28.6,35.02,C,1
T13,44,macucu,Licania guianensis,Chrysobalanaceae,52.8,20.75,34.49,C,2
T13,45,abiurana casca fina,Pouteria retinervis,Sapotaceae,17,11.51,18.03,S,2
T13,46,capueiro,Rinorea guianensis,Violaceae,11.5,12.02,16.87,S,2
T13,47,matamata preto,Eschweilera ovata,Lecythidaceae,29.1,11.78,16.59,S,2
T13,48,matamata branco,Eschweilera coriacea,Lecythidaceae,36.8,18.81,28.43,C,2
T13,49,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,45.9,20.98,31.76,E,1
T13,50,arataciu,Sagotia racemosa,Euphorbiaceae,13,10.91,16.36,S,2
T13,51,breu barrote,Tetragastris panamensis,Burseraceae,37,20.71,25.05,S,2
T13,52,matamata preto,Eschweilera ovata,Lecythidaceae,11.4,15.68,22.24,S,2
T13,53,inga branco,Inga thibaudiana,Fabaceae,29.4,24.26,30.55,S,2
T13,54,breu barrote,Tetragastris panamensis,Burseraceae,14.8,14.06,19.95,S,2
T13,55,matamata preto,Eschweilera ovata,Lecythidaceae,35.4,27.86,41.93,S,1
T13,56,uxirana,Sacoglottis guianensis,Humiriaceae,48.1,27.39,40.3,S,1
T13,57,breu barrote,Tetragastris panamensis,Burseraceae,14.3,12.9,15.39,S,2
T13,58,uxirana,Sacoglottis guianensis,Humiriaceae,22.6,17.02,30.99,C,2
T13,59,louro vermelho,Sextonia rubra,Lauraceae,80.5,30.71,34.23,C,2
T13,60,timborana,Pseudopiptadenia suaveolens,Fabaceae,38.7,21.07,29,E,1
T13,61,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,47,20.71,28.5,E,1
T13,62,abiurana,Pouteria gongrijpii,Sapotaceae,36.2,16.45,28.5,E,1
T13,63,jatereu,Lecythis idatimon,Lecythidaceae,37.2,20.29,27.25,C,2
T13,64,matamata preto,Eschweilera ovata,Lecythidaceae,64.9,14.82,40.65,C,2
T13,65,breu barrote,Tetragastris panamensis,Burseraceae,37.8,17.8,21.58,S,2
T13,66,abiurana,Pouteria gongrijpii,Sapotaceae,37.5,20.08,29.61,C,1
T13,67,matamata branco,Eschweilera coriacea,Lecythidaceae,56.4,20.95,28.63,C,2
T13,68,casca seca,Licania canescens,Chrysobalanaceae,10.5,11.02,18.67,S,2
T13,69,guajara branco,Pouteria sp.,Sapotaceae,20.1,19.24,26.57,S,2
T13,70,macaranduba,Manilkara huberi,Sapotaceae,38.9,22.03,32.64,C,2
T13,71,fava-saboeiro,Abarema cochleata,Fabaceae,48.3,17.93,37,C,2
T13,72,jarana,Lecythis lurida,Lecythidaceae,90,36.56,58.23,C,1
T13,73,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,13,18.01,25.85,S,2
T13,74,abiurana,Pouteria gongrijpii,Sapotaceae,43.5,23.56,30.42,E,1
T13,75,breu barrote,Tetragastris panamensis,Burseraceae,15.7,17.08,24.84,S,2
T13,76,inhare,Helicostylis sp.,Moraceae,42.7,19.34,30.41,C,1
T13,77,matamata,Eschweilera amazonica,Lecythidaceae,50.7,19.14,28.63,C,1
T13,78,inhare,Helicostylis sp.,Moraceae,14.1,17.37,21.46,S,2
T13,79,buiucu,Ormosia flava,Fabaceae,62.1,18.11,28.89,C,1
T13,80,pintadinho,Poeppigia procera,Fabaceae,34.3,23.06,29.96,C,1
T13,81,guajara branco,Pouteria sp.,Sapotaceae,44,21.09,28.67,E,1
T13,82,jatereu,Lecythis idatimon,Lecythidaceae,22.4,17.94,25.44,S,2
T13,83,macucu,Licania guianensis,Chrysobalanaceae,36.5,22.13,30.88,C,2
T13,84,pintadinho,Poeppigia procera,Fabaceae,23.3,19.29,29.38,S,2
T13,85,pau doce,Glycydendron amazonicum,Euphorbiaceae,45,15.73,28.83,E,1
T13,86,pintadinho,Poeppigia procera,Fabaceae,37.8,11.63,17.2,E,1
T13,87,abiurana,Pouteria gongrijpii,Sapotaceae,37,25.12,34.65,C,2
T13,88,macucu,Licania guianensis,Chrysobalanaceae,38.9,24.65,38.33,C,2
T13,89,envira amarela,Xylopia sp.,Annonaceae,16.9,14.62,23.65,S,2
T13,90,matamata preto,Eschweilera ovata,Lecythidaceae,38.6,11.92,29.53,C,2
T13,92,pintadinho,Poeppigia procera,Fabaceae,12.5,8.89,19.69,S,2
T13,93,piquiarana,Caryocar glabrum,Caryocaraceae,36.7,16.66,22.28,S,2
T13,94,caramuxi,Pouteria hispida,Sapotaceae,42.7,16.33,26.31,C,2
T13,95,matamata preto,Eschweilera ovata,Lecythidaceae,37.7,15.14,20.17,C,2
T13,96,jatereu,Lecythis idatimon,Lecythidaceae,35.2,16.36,21.68,C,2
T13,97,abiurana branca,Pouteria guianensis,Sapotaceae,18.1,18.02,24.59,S,2
T13,98,louro preto,Nectandra cuspidata,Lauraceae,14.9,13.77,16.75,S,2
T13,99,arataciu,Sagotia racemosa,Euphorbiaceae,10.4,10.16,13.23,S,2
T13,100,matamata preto,Eschweilera ovata,Lecythidaceae,20.5,14.25,19.61,S,2
T13,101,copaiba,Copaifera reticulata,Fabaceae,20.6,19.33,25.53,S,2
T13,102,casca seca,Licania canescens,Chrysobalanaceae,67,19.08,31.38,C,1
T13,103,morta,NA,NA,42.3,NA,5.12,NA,NA
T13,104,jatereu,Lecythis idatimon,Lecythidaceae,13.1,12.74,14.86,S,2
T13,105,seringarana,Micrandra minor,Euphorbiaceae,33.3,18.19,26.78,C,2
T13,106,fava amargosa,Vataireopsis speciosa,Fabaceae,37.4,18.04,28.39,C,2
T13,107,matamata branco,Eschweilera coriacea,Lecythidaceae,51.3,19.28,28.45,C,2
T13,108,breu barrote,Tetragastris panamensis,Burseraceae,20.6,16.62,23.87,S,2
T13,109,ingarana,Inga sp.,Fabaceae,10.8,13.67,17.31,S,2
T13,110,axixa,Sterculia pruriens,Malvaceae,30.1,16.62,23.87,S,2
T13,111,ingarana,Inga sp.,Fabaceae,18.8,16.33,21.7,S,2
T13,112,tachi preto,Tachigali myrmecophila,Fabaceae,18.4,14.63,24.38,S,2
T13,113,capueiro,Rinorea guianensis,Violaceae,17.8,16.45,18.97,S,2
T13,114,matamata branco,Eschweilera coriacea,Lecythidaceae,42,19.63,27.08,S,2
T13,115,caramuxi,Pouteria hispida,Sapotaceae,55.1,20.03,33.85,E,1
T13,116,matamata branco,Eschweilera coriacea,Lecythidaceae,37.5,16.02,23.06,C,2
T13,117,matamata preto,Eschweilera ovata,Lecythidaceae,15,8.43,12.81,S,2
T13,118,abiurana casca fina,Pouteria retinervis,Sapotaceae,10.1,12.18,17.57,S,2
T13,119,macaranduba,Manilkara huberi,Sapotaceae,40.4,22.86,26.38,E,1
T13,120,joao-mole,Neea oppositifolia,Nyctaginaceae,48.4,22.53,33.53,E,1
T13,121,piquiarana,Caryocar glabrum,Caryocaraceae,38.1,21.71,26.83,C,2
T13,122,jatereu,Lecythis idatimon,Lecythidaceae,41,14.93,33.08,C,2
T13,123,caramuxi,Pouteria hispida,Sapotaceae,43.5,21.29,32.33,C,2
T13,124,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,36.1,23.74,30.7,C,2
T13,125,jutai,Hymenaea parvifolia,Fabaceae,42.5,23.12,30.4,E,1
T13,126,abiurana branca,Pouteria guianensis,Sapotaceae,42.9,23.71,31.18,C,2
T13,127,tamaquare,Caraipa grandifolia,Calophyllaceae,22,19.86,28.47,S,2
T13,128,pintadinho,Poeppigia procera,Fabaceae,36.5,16.77,27.53,S,2
T13,129,jatereu,Lecythis idatimon,Lecythidaceae,20.3,19.07,25.72,S,2
T13,130,tachi vermelho,Tachigali paniculata,Fabaceae,72,24.56,33.35,E,1
T13,131,guajara cinza,Pouteria sp.,Sapotaceae,38.7,25.18,29.79,C,2
T13,132,macaranduba,Manilkara huberi,Sapotaceae,53,22.58,27.88,C,2
T13,133,parajuba,Manilkara bidentata,Sapotaceae,42.1,17.96,28.69,C,2
T14,1,matamata branco,Eschweilera coriacea,Lecythidaceae,58.4,22.36,36.97,C ,2
T14,2,angelim rajado,Zygia racemosa,Fabaceae,50.3,24.13,37.42,C,2
T14,3,jarana,Lecythis lurida,Lecythidaceae,72.4,29.5,45.53,E,1
T14,4,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,71.2,27.66,44.17,E,1
T14,5,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,6,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,7,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,8,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,9,mato,NA,NA,17.1,15.34,20.88,S,2
T14,10,louro preto,Ocotea cernua,Lauraceae,42.4,25.44,38.12,C,2
T14,11,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,12,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,13,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,14,ingarana,Inga sp.,Fabaceae,48.3,20.06,33.6,C,1
T14,15,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,16,abiurana,Pouteria gongrijpii,Sapotaceae,53.4,18.27,34.38,S,1
T14,17,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,18,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,19,matamata branco,Eschweilera coriacea,Lecythidaceae,80,30.63,47.27,E,1
T14,20,matamata branco,Eschweilera coriacea,Lecythidaceae,42.7,13.96,27.96,C,2
T14,21,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,22,axixa,Sterculia pruriens,Malvaceae,39.6,18.39,32.7,S,2
T14,23,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,24,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,25,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
T14,26,caramuxi,Pouteria hispida,Sapotaceae,52.2,22.02,34.35,C,1
T14,27,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,28,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,29,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,30,morta,NA,NA,37.9,NA,2.87,NA,NA
T14,31,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,32,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,33,abiurana,Pouteria gongrijpii,Sapotaceae,57.2,22.93,34.02,S,1
T14,34,jatereu,Lecythis idatimon,Lecythidaceae,48,10.15,16.25,S,2
T14,35,jarana,Lecythis lurida,Lecythidaceae,45.3,20.03,31.92,C,1
T14,37,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,38,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,39,abiurana,Pouteria gongrijpii,Sapotaceae,37,25.28,43.24,C,2
T14,40,matamata vermelho,Eschweilera coriacea,Lecythidaceae,39.2,22.19,34.6,C,2
T14,41,jatereu,Lecythis idatimon,Lecythidaceae,38.6,28.78,9.22,C,2
T14,42,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,43,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,44,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,45,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,46,matamata branco,Eschweilera coriacea,Lecythidaceae,53.1,25.58,42.28,C,2
T14,47,piquiarana,Caryocar glabrum,Caryocaraceae,76.4,24.09,37.17,C,2
T14,48,matamata branco,Eschweilera coriacea,Lecythidaceae,36,22.64,35.11,C,2
T14,49,matamata branco,Eschweilera coriacea,Lecythidaceae,49,25.28,41.78,C,2
T14,50,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,51,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,53,inga vermelho,Inga alba,Fabaceae,35.1,13.73,24.16,S,2
T14,54,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,55,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,56,freijo branco,Cordia scabrifolia,Boraginaceae,41,18.74,31.67,C,2
T14,57,matamata branco,Eschweilera coriacea,Lecythidaceae,43,13.2,24.33,C,2
T14,58,pau santo,Zollernia paraensis,Fabaceae,89.3,18.66,33.51,C,1
T14,59,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,84.4,33.47,46.2,E,1
T14,60,mapatirana,Pourouma minor,Urticaceae,41.1,16.48,31,E,1
T14,61,axixa,Sterculia pruriens,Malvaceae,41.6,16.71,40.2,C,2
T14,62,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,63,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,64,abiu cramuri,NA,NA,42.7,24.98,34.74,C,2
T14,65,tachirana,Stryphnodendron paniculatum,Fabaceae,40.1,17.91,32.77,C,2
T14,66,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,67,breu barrote,Tetragastris panamensis,Burseraceae,36,17.55,36.74,S,2
T14,68,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,69,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,70,abiurana,Pouteria gongrijpii,Sapotaceae,40.7,22.83,41.85,E,1
T14,71,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,72,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,73,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,74,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,75,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,76,tauari,Couratari stellata,Lecythidaceae,55,24.39,38.95,E,1
T14,77,matamata branco,Eschweilera coriacea,Lecythidaceae,41,21.42,33.41,C,2
T14,78,abiurana,Pouteria gongrijpii,Sapotaceae,39.2,19.06,32.59,C,1
T14,79,morta,NA,NA,52.2,NA,1.85,NA,NA
T14,80,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,81,abiurana,Pouteria gongrijpii,Sapotaceae,40.7,19.66,30.5,S,1
T14,82,abiurana,Pouteria gongrijpii,Sapotaceae,67.5,26.71,42.65,E,1
T14,83,goiabao,Pradosia cochlearia,Sapotaceae,59.1,27.93,38.04,C,1
T14,84,morta,NA,NA,18,NA,7.99,NA,NA
T14,85,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,86,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,87,tanibuca,Terminalia amazonia,Combretaceae,49.3,26.33,41.6,C,1
T14,88,abiurana,Pouteria gongrijpii,Sapotaceae,39.5,29.65,40.11,C,1
T14,89,cajuacu,Anacardium spruceanum,Anacardiaceae,63.3,22.47,36.32,C,1
T14,90,jarana,Lecythis lurida,Lecythidaceae,50.3,25.34,31.61,C,1
T14,91,abiurana,Pouteria gongrijpii,Sapotaceae,59,27.69,34.55,C,1
T14,92,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,93,matamata branco,Eschweilera coriacea,Lecythidaceae,35,20.91,31.36,S,2
T14,94,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,95,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,96,abiurana,Pouteria gongrijpii,Sapotaceae,38.9,26.21,38.32,C,2
